"PAYMENT_DAY","APPLICATION_SUBMISSION_TYPE","SEX","MARITAL_STATUS","QUANT_DEPENDANTS","STATE_OF_BIRTH","NATIONALITY","RESIDENTIAL_STATE","FLAG_RESIDENCIAL_PHONE","RESIDENCE_TYPE","MONTHS_IN_RESIDENCE","FLAG_EMAIL","PERSONAL_MONTHLY_INCOME","OTHER_INCOMES","FLAG_VISA","FLAG_MASTERCARD","QUANT_SPECIAL_BANKING_ACCOUNTS","QUANT_CARS","COMPANY","PROFESSIONAL_STATE","FLAG_PROFESSIONAL_PHONE","PROFESSION_CODE","OCCUPATION_TYPE","MATE_PROFESSION_CODE","EDUCATION_LEVEL2","PRODUCT","AGE","BAD","CREDIT_AMNT"
"X6","web","f","X3",1,"rs","X2","rs",1,"X3",5,1,460,0,1,1,0,0,0,"missing",0,"X1","X1","X1","X1","X1",49,"GOOD",1000
"X3","X0","f","X2",0,"missing","X1","rj",1,"X3",0,1,351,0,0,0,1,1,0,"missing",0,"X20","X3","X5","X2","X1",61,"GOOD",1000
"X2","X0","m","X2",0,"am","X2","am",1,"X3",5,1,843,0,0,0,1,1,0,"missing",1,"X20","X4","X2","X2","X1",21,"GOOD",1000
"X3","X0","f","X5",1,"rs","X2","rs",1,"X3",8,0,600,0,0,0,1,1,0,"missing",0,"X2","X3","X2","X2","X1",48,"GOOD",1000
"X6","X0","m","X2",2,"sc","X2","mg",1,"X3",3,0,1100,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X1",40,"GOOD",1000
"X4","X0","m","X2",0,"mt","X2","mt",1,"X3",15,0,350,0,0,0,1,1,0,"missing",0,"X2","X3","X2","X2","X1",42,"BAD",1000
"X2","carga","f","X2",2,"pe","X2","pe",1,"X3",1,1,600,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",46,"BAD",1000
"X4","web","m","X3",4,"rs","X2","rs",1,"X3",6,1,254,0,1,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",42,"GOOD",1000
"X6","web","m","X7",1,"pe","X2","sp",1,"X3",7,1,700,0,1,0,0,0,1,"missing",0,"X20","X7","X1","X1","X1",28,"GOOD",1000
"X6","web","f","X2",0,"al","X2","al",1,"X3",30,1,440,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",44,"GOOD",1000
"X3","web","m","X3",5,"sp","X2","sp",1,"X3",3,1,1200,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",35,"GOOD",1000
"X4","web","m","X3",3,"go","X2","go",1,"X3",15,1,562,0,0,0,0,1,1,"go",1,"X20","X4","X10","X5","X2",38,"GOOD",1000
"X3","web","m","X2",0,"mg","X2","mg",1,"X1",9.72714882201501,1,370,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",47,"BAD",1000
"X5","web","f","X3",0,"pe","X2","pe",0,"X3",5,1,250,0,0,0,0,0,0,"missing",0,"X1","X7","X19","X6","X1",37,"GOOD",1000
"X6","X0","f","X1",0,"missing","X1","ba",0,"X3",0,1,987,0,1,1,1,1,1,"ba",1,"X19","X5","X5","X2","X1",25,"BAD",1000
"X2","web","m","X3",1,"ce","X2","ce",1,"X3",1,1,464.75,0,0,0,0,0,1,"missing",0,"X20","X4","X5","X1","X1",35,"GOOD",1000
"X3","web","f","X3",0,"ce","X2","ce",1,"X3",30,1,300,0,0,0,0,0,1,"missing",0,"X20","X6","X1","X1","X1",48,"GOOD",1000
"X5","web","f","X3",0,"ce","X2","ce",1,"X3",20,1,1200,0,0,1,0,0,0,"missing",0,"X20","X6","X1","X1","X2",48,"GOOD",1000
"X2","web","f","X3",0,"pe","X2","pe",1,"X3",30,1,740,0,0,0,0,0,1,"pe",0,"X20","X4","X1","X1","X1",41,"GOOD",1000
"X3","web","f","X5",0,"ce","X2","ce",1,"X3",0,1,400,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X2",51,"BAD",1000
"X3","X0","f","X5",0,"ms","X2","mt",0,"X3",15,1,350,350,0,0,1,1,1,"mt",1,"X20","X3","X2","X2","X1",59,"GOOD",1000
"X4","web","f","X2",4,"al","X2","sp",1,"X3",15,1,641,0,0,0,0,0,1,"missing",1,"X20","X4","X1","X1","X1",26,"BAD",1000
"X3","X0","f","X3",0,"ce","X2","sp",1,"X3",1,0,400,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X1",59,"GOOD",1000
"X6","X0","f","X2",0,"se","X2","sp",1,"X3",1,0,1000,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",44,"GOOD",1000
"X3","X0","m","X3",0,"ce","X2","ce",1,"X3",3,0,350,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X1",61,"GOOD",1000
"X3","web","m","X2",0,"ce","X2","ce",1,"X3",15,1,733.78,0,1,1,0,0,1,"ce",1,"X20","X4","X1","X1","X1",44,"BAD",1000
"X3","web","m","X4",1,"ce","X2","ce",1,"X3",1,1,488,0,0,0,0,0,1,"ce",1,"X20","X4","X5","X1","X1",42,"BAD",1000
"X3","X0","f","X2",3,"pe","X2","pe",1,"X3",1,1,239,0,0,0,0,0,0,"missing",1,"X20","X6","X5","X1","X1",38,"BAD",1000
"X4","X0","f","X2",0,"ba","X2","ba",0,"X3",1,1,696,0,0,0,1,0,1,"ba",1,"X20","X7","X1","X1","X3",35,"GOOD",1000
"X2","web","m","X3",0,"pe","X2","sp",1,"X4",0,1,923.19,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X2",23,"GOOD",1000
"X3","X0","f","X5",0,"ba","X2","ba",0,"X3",3,0,350,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",72,"BAD",1000
"X5","X0","f","X3",0,"mt","X2","mt",1,"X3",25,1,2359,0,0,0,0,0,0,"mt",0,"X20","X3","X1","X1","X1",55,"GOOD",1000
"X2","web","f","X3",3,"sc","X2","sc",1,"X3",15,1,452,0,0,0,0,0,1,"sc",1,"X20","X7","X1","X1","X1",31,"GOOD",1000
"X5","web","f","X2",1,"go","X2","go",1,"X3",1,1,680.81,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X3",25,"GOOD",1000
"X3","X0","f","X2",0,"ac","X2","ac",1,"X3",7,0,966,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",29,"BAD",1000
"X3","carga","m","X3",0,"ac","X2","ba",1,"X3",1,1,450,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",53,"BAD",1000
"X3","web","f","X8",0,"sc","X2","sc",1,"X3",3,1,561,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",35,"GOOD",1000
"X3","carga","m","X2",2,"pr","X2","pr",1,"X3",1,1,476,0,0,0,0,0,1,"pr",0,"X20","X4","X5","X1","X1",25,"BAD",1000
"X5","X0","m","X3",0,"ba","X2","sp",1,"X4",4,1,800,0,0,0,1,0,1,"missing",0,"X1","X1","X1","X1","X1",24,"GOOD",1000
"X3","web","f","X3",0,"pe","X2","pe",1,"X4",2,1,260,0,1,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",55,"GOOD",1000
"X4","X0","f","X2",1,"rj","X2","rj",1,"X3",30,0,600,0,0,0,1,1,0,"missing",0,"X13","X6","X2","X2","X1",38,"GOOD",1000
"X6","web","f","X2",0,"ac","X2","rs",0,"X3",1,1,540,0,0,0,0,0,1,"rs",0,"X5","X4","X5","X1","X1",51,"GOOD",1000
"X3","web","m","X3",0,"ba","X2","sp",1,"X1",16,1,525,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",58,"GOOD",1000
"X4","carga","f","X5",1,"pb","X2","pb",0,"X3",1,1,678,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",35,"GOOD",1000
"X2","X0","f","X5",1,"rs","X2","rs",1,"X3",32,0,350,0,0,1,1,1,0,"missing",0,"X2","X3","X2","X2","X1",66,"GOOD",1000
"X2","web","m","X2",2,"ro","X2","ro",1,"X3",6,1,612,0,0,0,0,0,1,"ro",1,"X20","X4","X1","X1","X1",30,"GOOD",1000
"X3","X0","m","X3",0,"mg","X2","mg",1,"X3",0,1,374,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",45,"BAD",1000
"X3","web","m","X3",0,"pe","X2","sp",1,"X3",9.72714882201501,1,900,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",38,"GOOD",1000
"X3","web","f","X3",0,"al","X2","al",1,"X3",9.72714882201501,1,500,0,0,0,0,0,0,"missing",0,"X3","X7","X1","X1","X1",54,"BAD",1000
"X4","X0","m","X3",0,"pr","X2","ms",1,"X3",5,1,800,0,0,0,0,0,1,"ms",1,"X20","X4","X1","X1","X1",41,"BAD",1000
"X2","X0","m","X3",0,"ba","X2","ba",1,"X4",6,0,1790,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",70,"GOOD",1000
"X3","web","f","X6",1,"rs","X2","rs",1,"X3",16,1,380,0,0,0,0,0,1,"rs",0,"X20","X7","X1","X1","X1",39,"GOOD",1000
"X6","X0","m","X3",0,"rs","X2","rs",1,"X3",27,0,726,0,0,0,1,1,1,"rs",0,"X20","X4","X2","X2","X1",27,"GOOD",1000
"X3","X0","m","X1",1,"missing","X1","rs",0,"X3",0,1,686,0,0,0,1,1,1,"missing",1,"X20","X4","X5","X2","X1",44,"GOOD",1000
"X3","web","f","X7",0,"ce","X2","sp",1,"X3",2,1,500,0,0,0,0,0,0,"missing",0,"X20","X7","X1","X1","X1",30,"GOOD",1000
"X3","X0","m","X6",3,"missing","X1","df",1,"X3",0,1,2176,0,1,0,1,1,1,"df",1,"X5","X4","X5","X2","X1",62,"GOOD",1000
"X3","X0","f","X6",0,"pb","X2","pb",1,"X3",1,0,451,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",89,"GOOD",1000
"X3","web","m","X3",2,"mg","X2","mg",1,"X3",20,1,1558,0,0,0,0,0,1,"missing",0,"X13","X6","X1","X1","X1",48,"GOOD",1000
"X3","web","f","X3",0,"sp","X2","sp",1,"X3",10,1,828,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",38,"GOOD",1000
"X2","X0","m","X2",1,"ba","X2","ba",1,"X3",18,1,1200,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X2",46,"GOOD",1000
"X3","web","f","X2",2,"mg","X2","mg",0,"X3",10,1,388,0,0,0,0,0,1,"mg",1,"X20","X7","X1","X1","X1",39,"BAD",1000
"X3","web","f","X3",0,"ms","X2","ms",0,"X4",2,1,300,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",65,"GOOD",1000
"X5","X0","f","X3",2,"se","X2","se",1,"X4",2,0,1249,0,0,0,1,1,1,"se",1,"X20","X4","X2","X2","X1",36,"GOOD",1000
"X6","carga","f","X3",0,"ro","X2","ro",1,"X4",9.72714882201501,1,300,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",21,"GOOD",1000
"X3","carga","f","X5",0,"mg","X2","mg",0,"X3",1,1,616,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",71,"GOOD",1000
"X3","X0","m","X3",2,"sp","X2","sp",1,"X3",3,0,710,0,0,0,1,1,1,"missing",0,"X2","X2","X2","X2","X2",35,"BAD",1000
"X2","web","m","X3",0,"mg","X2","mg",0,"X3",5,1,757,0,1,0,0,0,1,"mg",0,"X20","X4","X1","X1","X1",50,"BAD",1000
"X4","web","m","X3",0,"sp","X2","sp",1,"X3",15,1,573,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",67,"GOOD",1000
"X3","web","f","X8",0,"rs","X2","rs",0,"X3",40,1,459.74,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",59,"GOOD",1000
"X2","X0","f","X3",0,"rn","X2","rn",1,"X3",8,1,550,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",32,"GOOD",1000
"X5","web","f","X3",0,"pb","X2","pb",1,"X1",9.72714882201501,1,500,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",44,"GOOD",1000
"X2","web","f","X3",0,"sp","X2","sp",1,"X3",5,1,200,0,0,0,0,0,1,"missing",0,"X20","X6","X1","X1","X1",32,"GOOD",1000
"X3","web","f","X3",4,"sp","X2","sp",1,"X3",15,1,2281.41,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",34,"BAD",1000
"X3","X0","m","X3",1,"sp","X2","sp",1,"X7",1,0,535,0,0,0,1,1,0,"missing",1,"X20","X4","X2","X2","X2",31,"GOOD",1000
"X5","web","f","X3",2,"ba","X2","ba",0,"X3",9,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",54,"BAD",1000
"X6","web","f","X3",0,"pi","X2","pi",0,"X3",40,1,1000,978.87,0,0,0,0,1,"missing",0,"X6","X4","X1","X1","X1",63,"GOOD",1000
"X4","X0","f","X3",2,"ms","X2","ms",1,"X3",11,0,300,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",39,"BAD",1000
"X3","web","f","X3",0,"pr","X2","pr",1,"X3",0,1,350,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",66,"GOOD",1000
"X3","web","m","X2",0,"rs","X2","rs",1,"X3",7,1,429,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",24,"GOOD",1000
"X3","X0","m","X7",1,"sc","X2","rs",1,"X3",6,0,790,0,0,0,0,1,1,"rs",1,"X20","X4","X2","X2","X1",30,"GOOD",1000
"X3","X0","m","X3",0,"mg","X2","ba",0,"X3",4,1,275,250,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X2",88,"BAD",1000
"X3","web","f","X3",0,"pa","X2","pa",1,"X3",1,1,235,0,0,0,0,0,0,"missing",0,"X1","X6","X1","X1","X1",42,"GOOD",1000
"X1","web","f","X3",0,"rj","X2","rj",0,"X3",10,1,304,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",59,"BAD",1000
"X4","X0","f","X5",2,"go","X2","go",1,"X3",28,1,350,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X2",85,"GOOD",1000
"X3","X0","f","X3",1,"sp","X2","sp",1,"X3",18,0,900,600,1,1,0,1,1,"sp",1,"X20","X6","X2","X2","X2",25,"GOOD",1000
"X3","X0","f","X2",0,"missing","X1","pa",1,"X7",0,1,322,0,0,0,1,1,0,"missing",0,"X5","X6","X5","X2","X1",29,"BAD",1000
"X3","web","f","X2",0,"ba","X2","ba",1,"X3",20,1,727,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",51,"GOOD",1000
"X3","X0","f","X3",1,"rs","X2","rs",1,"X3",20,0,914,0,1,1,1,1,1,"rs",1,"X20","X4","X2","X2","X1",45,"GOOD",1000
"X4","X0","f","X2",0,"es","X2","es",1,"X4",2,0,365,0,0,0,1,1,1,"es",1,"X20","X4","X2","X2","X1",22,"GOOD",1000
"X3","web","m","X2",0,"go","X2","mg",1,"X3",5,1,1257.69,0,0,1,0,0,1,"mg",1,"X20","X4","X1","X1","X1",57,"GOOD",1000
"X3","web","m","X3",0,"pr","X2","pr",1,"X3",20,1,450,0,0,0,0,0,1,"pr",1,"X20","X4","X1","X1","X1",48,"GOOD",1000
"X5","X0","f","X3",0,"pb","X2","pb",1,"X3",43,0,350,0,0,1,1,1,1,"missing",0,"X20","X3","X2","X2","X1",64,"GOOD",1000
"X2","web","m","X2",0,"pe","X2","pe",1,"X3",25,1,1854,0,0,0,0,0,1,"se",1,"X20","X4","X1","X1","X1",37,"GOOD",1000
"X3","web","f","X2",0,"ba","X2","ba",1,"X3",25,1,350,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",70,"GOOD",1000
"X3","web","m","X3",0,"pi","X2","sp",1,"X3",5,1,600,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X2",71,"GOOD",1000
"X3","web","f","X3",0,"al","X2","al",0,"X3",1,1,700,0,0,0,0,0,0,"missing",1,"X1","X1","X1","X1","X1",24,"BAD",1000
"X2","web","f","X3",0,"mg","X2","mg",1,"X3",10,1,411,380,1,1,0,0,1,"mg",1,"X18","X4","X1","X1","X1",40,"GOOD",1000
"X3","X0","f","X2",0,"ba","X2","ba",1,"X3",10,0,300,0,0,0,1,1,0,"missing",0,"X2","X6","X2","X2","X2",19,"GOOD",1000
"X3","X0","m","X3",2,"ms","X2","al",1,"X3",4,0,1255,0,1,0,1,1,1,"missing",0,"X2","X3","X2","X2","X1",81,"GOOD",1000
"X1","X0","f","X2",0,"go","X2","to",1,"X3",14,0,490,0,0,0,1,1,1,"to",1,"X20","X7","X2","X2","X2",21,"BAD",1000
"X3","web","f","X5",0,"rj","X2","rs",0,"X3",9.72714882201501,1,351,350,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",66,"BAD",1000
"X4","web","f","X2",0,"rj","X2","rj",1,"X3",30,1,442.33,0,0,0,1,0,1,"rj",1,"X7","X4","X1","X1","X1",42,"GOOD",1000
"X3","web","f","X5",0,"rs","X2","rs",1,"X3",30,1,380,350,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",69,"GOOD",1000
"X2","web","f","X3",2,"rs","X2","rs",1,"X3",7,1,450,0,0,0,0,0,1,"rs",1,"X20","X4","X1","X1","X1",37,"GOOD",1000
"X4","web","f","X3",0,"rn","X2","rn",1,"X3",10,1,381,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",57,"GOOD",1000
"X3","X0","m","X1",4,"missing","X1","pr",1,"X3",0,1,508,0,0,0,1,1,1,"missing",0,"X5","X4","X5","X2","X1",34,"GOOD",1000
"X2","web","m","X3",0,"ce","X2","ce",1,"X3",1,1,380,0,0,0,0,0,0,"ce",0,"X20","X4","X1","X1","X2",27,"GOOD",1000
"X4","X0","f","X2",0,"ac","X2","al",1,"X3",10,1,1000,0,0,0,1,0,0,"missing",1,"X1","X4","X1","X1","X1",20,"GOOD",1000
"X3","X0","m","X3",1,"go","X2","to",1,"X3",18,0,350,0,0,0,1,1,1,"to",0,"X20","X4","X2","X2","X1",35,"GOOD",1000
"X3","X0","m","X7",0,"rs","X2","rs",1,"X3",5,0,800,0,0,0,1,1,1,"rs",0,"X20","X4","X2","X2","X1",43,"BAD",1000
"X2","carga","f","X3",2,"ba","X2","ba",1,"X3",1,1,300,0,0,0,0,0,1,"missing",0,"X5","X7","X5","X1","X1",26,"GOOD",1000
"X3","X0","m","X3",2,"df","X2","df",1,"X3",5,1,585,0,0,0,0,0,1,"df",1,"X20","X4","X1","X1","X1",29,"BAD",1000
"X4","web","f","X3",0,"ce","X2","ce",1,"X3",30,1,500,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X2",47,"GOOD",1000
"X3","X0","f","X5",2,"rs","X2","rs",0,"X3",30,1,351,0,0,0,1,1,0,"missing",0,"X20","X3","X2","X2","X1",52,"GOOD",1000
"X4","X0","f","X3",0,"es","X2","es",1,"X3",50,0,350,0,0,0,1,1,1,"missing",0,"X20","X3","X2","X2","X2",56,"GOOD",1000
"X6","X0","f","X3",0,"mg","X2","mg",1,"X7",15,0,350,0,0,0,1,1,0,"missing",0,"X20","X4","X2","X2","X1",29,"GOOD",1000
"X6","web","f","X5",0,"sp","X2","sp",1,"X3",10,1,350,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",44,"GOOD",1000
"X4","X0","m","X5",0,"missing","X2","ba",1,"X3",0,1,1862,0,0,0,1,1,1,"missing",0,"X5","X3","X5","X2","X1",72,"GOOD",1000
"X3","X0","n","X2",2,"ce","X2","ce",1,"X3",12,0,800,0,0,0,1,1,0,"missing",0,"X2","X4","X2","X2","X1",106,"GOOD",1000
"X2","web","m","X2",0,"al","X2","al",1,"X3",6,1,1067.9,0,0,0,0,0,1,"missing",0,"X20","X4","X1","X1","X1",24,"BAD",1000
"X3","web","f","X3",0,"ba","X2","ba",0,"X3",40,1,750,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X2",58,"BAD",1000
"X4","X0","f","X2",2,"missing","X1","to",1,"X3",0,1,350,0,0,0,1,1,1,"missing",0,"X20","X4","X5","X2","X1",28,"GOOD",1000
"X4","web","f","X3",2,"rj","X2","rj",1,"X3",30,1,700,0,1,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",43,"BAD",1000
"X3","X0","f","X3",2,"missing","X2","go",1,"X3",0,1,2100,0,0,1,1,1,1,"missing",0,"X20","X6","X5","X2","X1",33,"GOOD",1000
"X6","X0","m","X3",0,"pe","X2","sp",1,"X3",8,1,628,0,0,0,1,1,0,"missing",0,"X2","X4","X2","X2","X1",41,"GOOD",1000
"X3","X0","m","X3",0,"ce","X2","ce",0,"X3",13,0,350,0,0,0,1,1,1,"ce",0,"X20","X4","X2","X2","X1",45,"BAD",1000
"X1","X0","m","X3",0,"al","X2","al",1,"X3",2,0,500,0,0,0,1,1,1,"al",0,"X6","X4","X10","X5","X1",23,"BAD",1000
"X3","web","f","X2",0,"ba","X2","ba",1,"X3",1,1,1000,0,0,0,0,0,1,"ba",1,"X18","X4","X5","X1","X1",41,"BAD",1000
"X2","X0","f","X5",1,"missing","X1","sp",1,"X3",0,1,1069,0,0,0,0,1,0,"missing",0,"X20","X3","X5","X2","X1",45,"GOOD",1000
"X4","web","m","X2",0,"sc","X2","sc",1,"X3",4,1,850,0,1,0,0,1,1,"sc",1,"X20","X4","X1","X1","X1",25,"GOOD",1000
"X3","X0","m","X3",1,"pe","X2","pe",1,"X3",6,0,1122,0,0,0,1,1,1,"missing",0,"X20","X4","X2","X2","X1",46,"BAD",1000
"X5","X0","m","X3",0,"pe","X2","ba",0,"X3",21,1,922,0,0,0,1,1,1,"ba",0,"X18","X4","X2","X2","X1",50,"GOOD",1000
"X5","X0","f","X3",1,"mt","X2","mt",1,"X3",1,1,700,0,0,0,1,1,0,"missing",0,"X20","X6","X2","X2","X1",31,"GOOD",1000
"X3","X0","f","X3",2,"mg","X2","mg",1,"X3",20,1,350,543,0,0,1,1,0,"missing",0,"X20","X7","X2","X2","X1",38,"GOOD",1000
"X3","X0","m","X3",0,"pe","X2","pe",1,"X4",1,1,1222,0,0,1,1,1,0,"missing",0,"X2","X2","X2","X2","X1",54,"GOOD",1000
"X3","X0","f","X3",0,"ma","X2","go",1,"X4",2,1,380,0,0,0,1,1,0,"missing",0,"X13","X2","X2","X2","X1",23,"GOOD",1000
"X5","web","f","X2",0,"sp","X2","sp",1,"X3",9.72714882201501,1,450,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",37,"GOOD",1000
"X4","web","f","X4",9,"pb","X2","pb",1,"X4",10,1,228,0,1,0,0,0,0,"missing",0,"X4","X3","X1","X1","X1",55,"GOOD",1000
"X3","web","f","X7",0,"rs","X2","rs",1,"X3",2,1,350,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",29,"GOOD",1000
"X3","web","m","X3",2,"rs","X2","rs",1,"X3",15,1,780.22,0,0,0,0,0,1,"rs",0,"X20","X4","X1","X1","X1",50,"GOOD",1000
"X4","X0","f","X2",3,"ro","X2","ro",1,"X3",1,1,1000,0,0,0,1,1,1,"ro",1,"X18","X7","X2","X2","X1",36,"GOOD",1000
"X4","X0","f","X2",0,"ce","X2","ce",1,"X3",0,0,350,0,0,0,1,1,0,"missing",0,"X2","X2","X2","X2","X1",34,"GOOD",1000
"X5","web","m","X3",0,"ce","X2","ce",1,"X3",26,1,351,0,0,0,0,0,0,"missing",0,"X20","X3","X1","X1","X1",67,"GOOD",1000
"X3","X0","f","X2",2,"ba","X2","ba",0,"X3",1,1,350,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",71,"BAD",1000
"X6","web","m","X3",2,"go","X2","mt",0,"X3",8,1,552.2,0,0,0,0,0,1,"missing",1,"X20","X7","X1","X1","X3",31,"GOOD",1000
"X4","carga","m","X3",1,"sp","X2","sp",1,"X3",1,1,1314,0,0,0,0,0,0,"missing",0,"X5","X3","X5","X1","X1",64,"GOOD",1000
"X3","X0","m","X3",0,"rn","X2","rn",0,"X3",23,1,665,0,1,0,1,1,1,"rn",0,"X20","X4","X2","X2","X1",37,"GOOD",1000
"X4","X0","f","X3",0,"df","X2","df",1,"X3",15,1,1100,0,0,0,1,0,1,"df",0,"X20","X6","X1","X1","X1",30,"GOOD",1000
"X4","web","m","X3",2,"pe","X2","pe",1,"X3",9.72714882201501,1,360,0,0,0,0,0,0,"missing",0,"X20","X4","X1","X1","X1",34,"BAD",1000
"X3","web","f","X5",0,"rn","X2","rn",1,"X3",15,1,270,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",65,"GOOD",1000
"X4","web","f","X2",0,"mg","X2","mg",1,"X3",8,1,700,0,1,0,0,0,1,"mg",1,"X20","X7","X1","X1","X2",35,"BAD",1000
"X3","web","m","X3",2,"pr","X2","pr",1,"X3",15,1,609,0,0,0,0,0,1,"pr",0,"X20","X4","X1","X1","X1",41,"BAD",1000
"X5","web","f","X3",2,"ce","X2","ce",0,"X3",40,1,300,0,0,0,0,0,1,"ce",0,"X20","X7","X1","X1","X1",57,"GOOD",1000
"X3","X0","f","X7",3,"pi","X2","sp",1,"X3",12,1,500,0,0,1,1,1,1,"missing",0,"X9","X7","X5","X2","X1",36,"GOOD",1000
"X4","X0","m","X3",1,"ba","X2","ba",1,"X4",1,0,350,0,0,0,1,1,1,"ba",0,"X20","X4","X2","X2","X2",49,"GOOD",1000
"X3","web","m","X3",1,"mg","X2","sp",1,"X7",10,1,1696,0,0,0,0,0,1,"sp",1,"X20","X4","X1","X1","X1",37,"GOOD",1000
"X3","web","f","X7",0,"pr","X2","pr",1,"X3",3,1,400,0,0,0,0,0,0,"missing",0,"X1","X1","X1","X1","X1",28,"BAD",1000
"X4","X0","f","X5",0,"sp","X2","sp",0,"X3",1,1,450,0,0,0,1,1,0,"missing",0,"X13","X6","X2","X2","X1",41,"GOOD",1000
"X6","web","m","X3",0,"pe","X2","pe",1,"X3",30,1,1000,0,1,1,0,0,0,"missing",0,"X20","X6","X1","X1","X1",64,"BAD",1000
"X3","web","m","X2",0,"al","X2","al",1,"X3",30,1,471,0,0,0,0,0,1,"al",1,"X20","X7","X1","X1","X1",37,"GOOD",1000
"X6","web","f","X3",0,"rn","X2","rn",1,"X3",5,1,2500,0,0,1,0,0,0,"missing",0,"X13","X6","X1","X1","X1",48,"BAD",1000
"X4","carga","m","X3",0,"rj","X2","rj",1,"X3",1,1,533,0,0,0,0,0,1,"missing",0,"X5","X3","X5","X1","X1",31,"GOOD",1000
"X4","web","m","X2",0,"rj","X2","ms",1,"X3",1,1,650,0,0,0,0,0,1,"ms",1,"X20","X4","X1","X1","X1",18,"GOOD",1000
"X2","web","m","X3",0,"ba","X2","ba",1,"X7",2,1,840,1025.82,0,0,0,0,1,"ba",1,"X20","X4","X1","X1","X1",35,"GOOD",1000
"X6","X0","f","X3",0,"se","X2","se",1,"X3",15,0,350,900,0,0,1,1,0,"missing",0,"X20","X7","X2","X2","X1",21,"GOOD",1000
"X1","web","m","X3",4,"pb","X2","pb",1,"X3",10,1,350,0,0,0,0,0,0,"missing",0,"X20","X6","X1","X1","X1",41,"GOOD",1000
"X3","web","f","X3",0,"ba","X2","ba",1,"X3",5,1,380,0,0,0,0,0,0,"missing",0,"X17","X7","X1","X1","X1",34,"BAD",1000
"X3","web","f","X3",0,"al","X2","al",1,"X3",5,1,278,0,0,0,0,0,1,"missing",0,"X1","X1","X1","X1","X1",46,"GOOD",1000
"X6","web","f","X2",0,"ce","X2","ce",1,"X3",15,1,400,0,0,0,0,0,1,"missing",0,"X13","X1","X1","X1","X1",47,"GOOD",1000
